split,video_id,n_windows,n_pos,n_neg,toa,description,min_gap,max_gap,class_pattern
train,5/039,3,1,2,256,a motorbike crosses the road,16,176,ambas clases
train,5/040,3,1,2,346,a motorbike crosses the road,10,154,ambas clases
train,5/042,3,2,1,177,a motorbike crosses the road,1,113,ambas clases
train,5/043,4,2,2,465,a motorbike crosses the road,1,177,ambas clases
train,5/045,4,2,2,210,a motorbike crosses the road,2,146,ambas clases
train,5/049,3,2,1,129,a motorbike crosses the road,1,65,ambas clases
train,5/053,4,2,2,242,a motorbike crosses the road,2,146,ambas clases
train,5/055,3,1,2,282,a motorbike crosses the road,10,122,ambas clases
train,5/057,3,1,2,282,a motorbike crosses the road,10,154,ambas clases
train,5/059,2,1,1,118,a motorbike crosses the road,6,54,ambas clases
train,5/061,3,1,2,463,a motorbike crosses the road,15,127,ambas clases
train,5/062,2,1,1,142,a motorbike crosses the road,14,78,ambas clases
train,5/063,4,2,2,420,a motorbike crosses the road,4,132,ambas clases
train,5/065,3,2,1,178,a motorbike crosses the road,2,114,ambas clases
train,5/066,3,1,2,277,a motorbike crosses the road,5,165,ambas clases
train,5/067,1,1,0,94,a motorbike crosses the road,14,14,solo positivos
train,5/069,2,1,1,134,a motorbike crosses the road,6,70,ambas clases
train,5/071,3,1,2,250,a motorbike crosses the road,10,154,ambas clases
train,5/072,3,1,2,238,a motorbike crosses the road,14,158,ambas clases
train,5/073,3,2,1,113,a motorbike crosses the road,1,49,ambas clases
train,5/074,2,1,1,103,a motorbike crosses the road,7,39,ambas clases
train,5/076,1,1,0,90,a motorbike crosses the road,10,10,solo positivos
train,5/077,3,2,1,164,a motorbike crosses the road,4,100,ambas clases
train,5/080,3,1,2,238,a motorbike crosses the road,14,174,ambas clases
train,5/082,3,2,1,130,a motorbike crosses the road,2,66,ambas clases
train,5/083,2,1,1,160,a motorbike crosses the road,16,96,ambas clases
train,5/085,3,1,2,455,a motorbike crosses the road,7,167,ambas clases
train,5/087,3,2,1,113,a motorbike crosses the road,1,49,ambas clases
train,5/091,3,2,1,162,a motorbike crosses the road,2,98,ambas clases
train,5/092,3,2,1,146,a motorbike crosses the road,2,82,ambas clases
train,5/093,3,2,1,116,a motorbike crosses the road,4,52,ambas clases
train,5/094,3,1,2,326,a motorbike crosses the road,6,118,ambas clases
train,5/096,2,1,1,120,a motorbike crosses the road,8,56,ambas clases
train,5/098,3,1,2,296,a motorbike crosses the road,8,152,ambas clases
train,5/100,4,2,2,274,a motorbike crosses the road,2,130,ambas clases
train,5/101,2,1,1,150,a motorbike crosses the road,6,86,ambas clases
train,5/102,1,1,0,93,a motorbike crosses the road,13,13,solo positivos
train,5/103,3,1,2,184,a motorbike crosses the road,8,120,ambas clases
train,5/104,3,1,2,215,a motorbike crosses the road,7,119,ambas clases
train,5/105,2,1,1,134,a motorbike crosses the road,6,70,ambas clases
train,5/108,2,1,1,166,a motorbike crosses the road,6,102,ambas clases
train,5/110,2,1,1,127,a motorbike crosses the road,15,63,ambas clases
train,5/111,4,2,2,210,a motorbike crosses the road,2,146,ambas clases
train,5/112,4,2,2,195,a motorbike crosses the road,3,131,ambas clases
train,5/114,3,1,2,253,a motorbike crosses the road,13,173,ambas clases
train,5/115,3,1,2,187,a motorbike crosses the road,11,123,ambas clases
train,5/116,2,1,1,158,a motorbike crosses the road,14,94,ambas clases
train,5/117,2,1,1,157,a motorbike crosses the road,13,93,ambas clases
train,5/118,3,2,1,130,a motorbike crosses the road,2,66,ambas clases
train,5/120,3,1,2,208,a motorbike crosses the road,16,128,ambas clases
train,5/122,3,1,2,285,a motorbike crosses the road,13,173,ambas clases
train,5/123,2,1,1,123,a motorbike crosses the road,11,59,ambas clases
train,5/124,3,1,2,264,a motorbike crosses the road,8,136,ambas clases
train,5/125,3,1,2,309,a motorbike crosses the road,5,165,ambas clases
train,5/126,2,1,1,150,a motorbike crosses the road,6,86,ambas clases
train,5/127,2,1,1,168,a motorbike crosses the road,8,104,ambas clases
train,5/128,3,2,1,177,a motorbike crosses the road,1,113,ambas clases
train,5/129,4,2,2,212,a motorbike crosses the road,4,132,ambas clases
train,5/131,3,1,2,310,a motorbike crosses the road,6,150,ambas clases
train,5/132,3,1,2,220,a motorbike crosses the road,12,156,ambas clases
train,5/133,2,1,1,135,a motorbike crosses the road,7,71,ambas clases
train,5/134,3,1,2,217,a motorbike crosses the road,9,137,ambas clases
train,5/135,2,1,1,135,a motorbike crosses the road,7,71,ambas clases
train,5/136,4,2,2,242,a motorbike crosses the road,2,178,ambas clases
train,5/138,3,2,1,130,a motorbike crosses the road,2,66,ambas clases
train,5/140,2,1,1,150,a motorbike crosses the road,6,86,ambas clases
train,5/141,3,2,1,164,a motorbike crosses the road,4,100,ambas clases
train,5/143,3,1,2,416,a motorbike crosses the road,16,160,ambas clases
train,5/144,3,1,2,296,a motorbike crosses the road,8,168,ambas clases
train,5/145,4,2,2,323,a motorbike crosses the road,3,179,ambas clases
train,5/146,3,1,2,316,ego-car  turns right across path at non-signalized junctions,12,172,ambas clases
train,5/147,3,1,2,304,a motorbike crosses the road,16,144,ambas clases
train,5/150,2,1,1,152,a motorbike crosses the road,8,88,ambas clases
train,5/152,3,1,2,208,a motorbike crosses the road,16,128,ambas clases
train,5/153,3,1,2,200,a motorbike crosses the road,8,136,ambas clases
train,5/154,1,1,0,92,a motorbike crosses the road,12,12,solo positivos
train,5/156,3,2,1,113,a motorbike crosses the road,1,49,ambas clases
train,50/005,2,1,1,150,a motorbike crosses the road,6,86,ambas clases
train,50/006,3,1,2,265,a vehicle turns left across path at non-signalized junctions,9,169,ambas clases
train,50/008,3,1,2,430,a motorbike crosses the road,14,158,ambas clases
train,50/009,2,1,1,125,a motorbike retrogrades,13,61,ambas clases
train,50/010,3,1,2,272,a vehicle turns on a road with the opposite direction to ego-car/another vehicle,16,176,ambas clases
train,50/011,2,1,1,96,a motorbike crosses the road,16,32,ambas clases
train,50/015,3,2,1,130,a motorbike crosses the road,2,66,ambas clases
train,50/016,2,1,1,152,a vehicle changes lanes with the same direction to ego-car/another vehicle,8,88,ambas clases
train,50/017,2,1,1,128,a motorbike crosses the road,16,64,ambas clases
train,50/019,1,1,0,93,a motorbike crosses the road,13,13,solo positivos
train,50/020,3,1,2,282,a vehicle turns left across path at non-signalized junctions,10,122,ambas clases
train,50/022,3,2,1,162,lead vehicle stops,2,98,ambas clases
train,50/024,2,1,1,136,a motorbike crosses the road,8,72,ambas clases
train,50/025,3,1,2,344,a vehicle changes lanes with the same direction to ego-car/another vehicle,8,152,ambas clases
train,50/028,1,1,0,94,a motorbike crosses the road,14,14,solo positivos
train,50/031,3,1,2,184,a vehicle goes straight crossing paths at non-signalized junctions,8,120,ambas clases
train,50/037,3,1,2,188,a vehicle turns right across path at signalized junctions,12,124,ambas clases
train,50/041,2,1,1,108,lead vehicle stops,12,44,ambas clases
train,50/046,2,1,1,150,a motorbike turns right across path at non-signalized junctions,6,86,ambas clases
train,50/047,3,1,2,190,a motorbike crosses the road,14,126,ambas clases
train,50/049,2,1,1,140,a motorbike crosses the road,12,76,ambas clases
train,50/050,4,2,2,212,a vehicle turns left across path at non-signalized junctions,4,148,ambas clases
train,50/054,3,1,2,224,a vehicle crosses the road,16,160,ambas clases
train,50/056,3,1,2,220,a motorbike crosses the road,12,156,ambas clases
train,50/057,3,2,1,115,a motorbike changes lines into motorway,3,51,ambas clases
train,50/064,3,2,1,115,a vehicle changes lanes with the same direction to ego-car/another vehicle,3,51,ambas clases
train,50/067,3,2,1,178,a vehicle turns left across path at signalized junctions,2,114,ambas clases
train,50/069,2,1,1,106,a motorbike runs red light,10,42,ambas clases
train,50/072,3,2,1,145,a vehicle is out of control,1,81,ambas clases
train,50/076,3,2,1,180,a motorbike changes lines into motorway,4,116,ambas clases
train,50/085,1,1,0,93,a vehicle changes lanes with the same direction to ego-car/another vehicle,13,13,solo positivos
train,50/086,3,1,2,202,a motorbike crosses the road,10,122,ambas clases
train,50/090,2,1,1,128,a vehicle goes straight crossing paths at non-signalized junctions,16,64,ambas clases
train,50/091,2,1,1,152,a motorbike crosses the road,8,88,ambas clases
train,50/093,2,1,1,137,a vehicle changes lanes with the same direction to ego-car/another vehicle,9,73,ambas clases
train,50/096,1,1,0,94,a motorbike crosses the road,14,14,solo positivos
train,50/097,3,2,1,178,a motorbike changes lines into motorway,2,114,ambas clases
train,50/098,3,2,1,180,a vehicle changes lanes with the same direction to ego-car/another vehicle,4,116,ambas clases
train,50/101,3,1,2,200,a motorbike crosses the road,8,120,ambas clases
train,50/102,2,1,1,152,a motorbike runs red light,8,88,ambas clases
train,50/104,2,1,1,152,a vehicle turns on a road with the opposite direction to ego-car/another vehicle,8,88,ambas clases
train,50/105,3,2,1,116,lead vehicle decelerates,4,52,ambas clases
train,50/109,2,1,1,124,a vehicle turns left across path at non-signalized junctions,12,60,ambas clases
train,50/110,2,1,1,95,a motorbike runs red light,15,31,ambas clases
train,50/111,2,1,1,172,a vehicle turns left across path at signalized junctions,12,108,ambas clases
train,50/112,2,1,1,176,a motorbike crosses the road,16,112,ambas clases
train,50/113,3,1,2,186,a vehicle turns on a road with the opposite direction to ego-car/another vehicle,10,122,ambas clases
train,50/117,4,2,2,225,a motorbike crosses the road,1,161,ambas clases
train,50/118,3,2,1,100,a vehicle turns left across path at non-signalized junctions,4,36,ambas clases
train,50/121,3,1,2,213,a vehicle changes lanes with the same direction to ego-car/another vehicle,5,149,ambas clases
train,50/128,3,1,2,288,a vehicle turns left across path at non-signalized junctions,16,176,ambas clases
train,50/137,4,2,2,260,a motorbike changes lines into motorway,4,164,ambas clases
train,50/138,2,1,1,152,a vehicle turns right across path at signalized junctions,8,88,ambas clases
train,50/140,3,1,2,286,a motorbike turns left across path at signalized junctions,14,126,ambas clases
train,50/142,1,1,0,94,a vehicle runs red light,14,14,solo positivos
train,50/143,4,2,2,274,a motorbike runs red light,2,178,ambas clases
train,50/146,2,1,1,150,a vehicle runs red light,6,86,ambas clases
train,50/149,1,1,0,90,a vehicle turns right across path at non-signalized junctions,10,10,solo positivos
train,50/151,2,1,1,122,a motorbike crosses the road,10,58,ambas clases
train,50/153,3,1,2,190,a motorbike runs red light,14,126,ambas clases
train,50/154,3,2,1,177,a motorbike runs red light,1,113,ambas clases
train,50/157,3,1,2,270,a vehicle turns left across path at non-signalized junctions,14,158,ambas clases
train,50/161,3,1,2,224,a motorbike crosses the road,16,160,ambas clases
train,50/164,3,1,2,299,a motorbike crosses the road,11,155,ambas clases
train,50/167,2,1,1,128,a motorbike changes lines into motorway,16,64,ambas clases
train,50/171,2,1,1,143,a motorbike crosses the road,15,79,ambas clases
train,50/173,2,1,1,159,a motorbike changes lines into motorway,15,95,ambas clases
train,50/176,2,1,1,144,a motorbike crosses the road,16,80,ambas clases
train,50/178,4,2,2,290,a vehicle turns right across path at signalized junctions,2,162,ambas clases
train,50/179,3,2,1,147,a vehicle runs red light,3,83,ambas clases
train,50/183,4,2,2,212,a vehicle turns right across path at signalized junctions,4,132,ambas clases
train,50/186,2,1,1,137,a motorbike crosses the road,9,73,ambas clases
train,50/190,3,1,2,215,a vehicle turns left across path at signalized junctions,7,119,ambas clases
train,50/192,2,1,1,126,a motorbike is out of control,14,62,ambas clases
train,50/194,4,2,2,210,a vehicle changes lanes with the same direction to ego-car/another vehicle,2,146,ambas clases
train,50/195,2,1,1,139,a motorbike retrogrades,11,75,ambas clases
train,50/196,3,1,2,197,a vehicle backes up into another vehicle,5,117,ambas clases
train,50/197,4,2,2,212,a motorbike runs red light,4,132,ambas clases
train,51/001,3,1,2,214,there is an object crash,6,118,ambas clases
train,51/002,3,1,2,285,a motorbike changes lines into motorway,13,173,ambas clases
train,51/003,2,1,1,155,a motorbike changes lines into motorway,11,91,ambas clases
train,51/004,2,1,1,155,a motorbike crosses the road,11,91,ambas clases
train,51/007,3,1,2,378,a vehicle backes up into another vehicle,10,138,ambas clases
train,51/008,3,1,2,278,there is an object crash,6,134,ambas clases
train,51/013,3,2,1,114,a motorbike changes lines into motorway,2,50,ambas clases
train,51/014,2,1,1,141,a motorbike changes lines into motorway,13,77,ambas clases
train,51/016,2,1,1,149,a motorbike changes lines into motorway,5,85,ambas clases
train,51/018,2,1,1,141,a motorbike changes lines into motorway,13,77,ambas clases
train,52/003,3,1,2,230,a pedestrian crosses the road,6,166,ambas clases
train,52/005,2,1,1,102,a pedestrian crosses the road,6,38,ambas clases
train,52/006,3,1,2,190,a pedestrian crosses the road,14,126,ambas clases
train,52/009,3,2,1,147,a pedestrian crosses the road,3,83,ambas clases
train,53/001,3,2,1,146,lead motorcycle stops,2,82,ambas clases
train,53/002,1,1,0,90,a cyclist crosses the road,10,10,solo positivos
train,53/010,3,1,2,224,a cyclist changes lines into motorway,16,160,ambas clases
train,53/011,3,1,2,199,a cyclist crosses the road,7,135,ambas clases
train,54/002,2,0,2,0,a pedestrian crosses the road,-384,-192,solo negativos
train,54/003,3,2,1,114,a vehicle accelerates to turn on a road,2,50,ambas clases
train,55/001,3,1,2,220,a vehicle turns right across path at non-signalized junctions,12,140,ambas clases
train,55/002,2,1,1,107,lead vehicle stops,11,43,ambas clases
train,56/001,3,2,1,100,a pedestrian crosses the road,4,36,ambas clases
train,56/004,3,2,1,97,a pedestrian crosses the road,1,33,ambas clases
train,56/005,3,1,2,238,a vehicle changes lanes with the same direction to ego-car/another vehicle,14,158,ambas clases
train,56/006,3,2,1,132,a pedestrian crosses the road,4,68,ambas clases
train,56/007,3,2,1,99,a pedestrian crosses the road,3,35,ambas clases
train,56/008,3,1,2,240,a vehicle is out of control,16,160,ambas clases
train,56/012,3,1,2,217,a vehicle turns left across path at signalized junctions,9,121,ambas clases
train,56/018,3,2,1,97,a vehicle turns right across path at signalized junctions,1,33,ambas clases
train,56/019,2,1,1,171,a pedestrian crosses the road,11,107,ambas clases
train,56/020,2,1,1,142,a vehicle is out of control,14,78,ambas clases
train,56/023,2,1,1,110,a pedestrian crosses the road,14,46,ambas clases
train,56/025,2,1,1,125,a pedestrian crosses the road,13,61,ambas clases
train,56/026,3,2,1,130,a pedestrian crosses the road,2,66,ambas clases
train,56/032,3,1,2,336,a pedestrian crosses the road,16,144,ambas clases
train,56/033,4,2,2,307,a pedestrian crosses the road,3,163,ambas clases
train,56/034,3,2,1,145,a vehicle turns left across path at signalized junctions,1,81,ambas clases
train,57/004,3,1,2,285,a cyclist crosses the road,13,157,ambas clases
train,57/006,3,1,2,263,a cyclist changes lines into motorway,7,167,ambas clases
train,57/008,3,1,2,182,a vehicle turns right across path at signalized junctions,6,118,ambas clases
train,57/012,2,1,1,157,a cyclist runs red light,13,93,ambas clases
train,57/020,2,1,1,122,a cyclist runs red light,10,58,ambas clases
train,57/021,3,1,2,234,a cyclist changes lines into motorway,10,154,ambas clases
train,57/022,3,1,2,215,a vehicle backes up into another vehicle,7,135,ambas clases
train,57/026,2,1,1,126,a cyclist runs red light,14,62,ambas clases
train,57/027,2,1,1,144,a cyclist runs red light,16,80,ambas clases
train,57/029,2,1,1,165,a vehicle crosses the road,5,101,ambas clases
train,57/030,2,1,1,173,a cyclist crosses the road,13,109,ambas clases
train,57/031,2,1,1,155,a vehicle turns left across path at signalized junctions,11,91,ambas clases
train,57/032,2,1,1,170,a cyclist changes lines into motorway,10,106,ambas clases
train,57/033,3,1,2,365,a cyclist crosses the road,13,141,ambas clases
train,57/035,3,2,1,145,a vehicle  goes straight at signalized junctions,1,81,ambas clases
train,57/036,3,2,1,132,a vehicle runs red light,4,68,ambas clases
train,57/037,3,1,2,271,a cyclist crosses the road,15,175,ambas clases
train,57/041,2,1,1,127,a cyclist runs red light,15,63,ambas clases
train,57/043,2,1,1,168,a cyclist crosses the road,8,104,ambas clases
train,57/044,4,2,2,196,a cyclist crosses the road,4,132,ambas clases
train,57/045,3,1,2,318,a cyclist runs red light,14,142,ambas clases
train,58/003,3,2,1,132,there is an object crash,4,68,ambas clases
train,58/004,3,2,1,97,there is an object crash,1,33,ambas clases
train,59/002,2,1,1,138,there is an object crash,10,74,ambas clases
train,59/004,3,1,2,470,a cyclist is out of control,6,166,ambas clases
train,59/009,3,1,2,473,a cyclist is out of control,9,153,ambas clases
train,59/011,4,2,2,225,a cyclist is out of control,1,161,ambas clases
train,59/012,1,1,0,93,a cyclist is out of control,13,13,solo positivos
train,59/015,2,1,1,158,a cyclist is out of control,14,94,ambas clases
train,59/017,3,2,1,146,a cyclist is out of control,2,82,ambas clases
train,6/001,3,1,2,202,ego-car changes lanes,10,122,ambas clases
train,6/002,2,1,1,160,ego-car drives away from the road edge,16,96,ambas clases
train,6/003,3,1,2,230,ego-car drives away from the road edge,6,134,ambas clases
train,6/005,4,2,2,243,ego-car turns left across path at non-signalized junctions,3,131,ambas clases
train,6/006,3,1,2,441,ego-car turns left across path at non-signalized junctions,9,169,ambas clases
train,6/007,2,1,1,124,ego-car drives away from the road edge,12,60,ambas clases
train,6/008,3,2,1,130,a motorbike turns left across path at non-signalized junctions,2,66,ambas clases
train,6/009,3,2,1,180,a motorbike turns left across path at non-signalized junctions,4,116,ambas clases
train,6/010,3,1,2,421,ego-car  turns right across path at non-signalized junctions,5,149,ambas clases
train,6/012,3,1,2,246,lead vehicle stops,6,118,ambas clases
train,6/013,3,1,2,272,a motorbike is out of control,16,144,ambas clases
train,6/014,3,2,1,179,ego-car turns left across path at signalized junctions,3,115,ambas clases
train,6/015,4,2,2,257,ego-car  turns right across path at non-signalized junctions,1,161,ambas clases
train,6/016,3,1,2,335,a motorbike is out of control,15,127,ambas clases
train,6/017,2,1,1,123,ego-car drives away from the road edge,11,59,ambas clases
train,6/018,3,2,1,180,ego-car drives away from the road edge,4,116,ambas clases
train,6/020,4,2,2,290,ego-car goes straight at signalized junctions,2,162,ambas clases
train,6/025,3,2,1,180,a motorbike is out of control,4,116,ambas clases
train,6/026,3,1,2,203,lead motorcycle stops,11,139,ambas clases
train,6/028,3,1,2,446,lead motorcycle stops,14,174,ambas clases
train,6/029,4,2,2,195,ego-car  turns right across path at non-signalized junctions,3,131,ambas clases
train,6/031,4,2,2,290,ego-car changes lanes,2,162,ambas clases
train,6/034,3,1,2,398,ego-car turns left across path at signalized junctions,14,158,ambas clases
train,6/035,4,2,2,227,ego-car goes straight crossing paths at non-signalized junctions,3,131,ambas clases
train,6/036,3,1,2,310,ego-car turns left across path at non-signalized junctions,6,166,ambas clases
train,6/037,3,1,2,182,lead motorcycle stops,6,118,ambas clases
train,6/039,3,1,2,222,ego-car turns left across path at non-signalized junctions,14,158,ambas clases
train,6/041,3,1,2,215,ego-car turns right across path at signalized junctions,7,135,ambas clases
train,6/043,3,1,2,236,ego-car dodges the motorbike,12,172,ambas clases
train,6/044,2,1,1,118,ego-car goes straight crossing paths at non-signalized junctions,6,54,ambas clases
train,6/045,1,1,0,94,ego-car turns left across path at non-signalized junctions,14,14,solo positivos
train,6/046,3,2,1,178,ego-car dodges the motorbike,2,114,ambas clases
train,6/047,3,1,2,284,ego-car dodges the motorbike,12,140,ambas clases
train,6/048,3,2,1,180,a motorbike is out of control,4,116,ambas clases
train,6/049,2,1,1,170,a motorbike is out of control,10,106,ambas clases
train,6/050,4,2,2,353,a motorbike turns left across path at signalized junctions,1,177,ambas clases
train,6/051,2,1,1,142,ego-car  turns right across path at non-signalized junctions,14,78,ambas clases
train,6/052,3,1,2,188,a motorbike turns left across path at non-signalized junctions,12,124,ambas clases
train,6/053,3,2,1,132,ego-car  turns right across path at non-signalized junctions,4,68,ambas clases
train,6/056,2,1,1,127,a motorbike is out of control,15,63,ambas clases
train,6/057,4,2,2,194,a motorbike dodges the vehicle,2,130,ambas clases
train,6/060,3,1,2,410,a motorbike is out of control,10,154,ambas clases
train,6/061,3,1,2,182,ego-car goes straight crossing paths at non-signalized junctions,6,118,ambas clases
train,6/063,2,1,1,139,ego-car  turns right across path at non-signalized junctions,11,75,ambas clases
train,6/064,1,1,0,94,ego-car turns left across path at non-signalized junctions,14,14,solo positivos
train,6/065,2,1,1,95,ego-car changes lanes,15,31,ambas clases
train,6/066,4,2,2,260,ego-car  turns right across path at non-signalized junctions,4,180,ambas clases
train,6/067,3,1,2,233,a motorbike is out of control,9,153,ambas clases
train,6/069,2,1,1,142,ego-car is out of control,14,78,ambas clases
train,6/070,2,1,1,137,a motorbike dodges the vehicle,9,73,ambas clases
train,6/071,3,1,2,430,a motorbike dodges the vehicle,14,174,ambas clases
train,6/072,2,1,1,150,ego-car turns left across path at non-signalized junctions,6,86,ambas clases
train,6/073,2,1,1,102,ego-car turns left across path at non-signalized junctions,6,38,ambas clases
train,6/075,3,2,1,148,ego-car turns right across path at signalized junctions,4,84,ambas clases
train,6/076,3,1,2,460,a motorbike is out of control,12,172,ambas clases
train,6/077,2,1,1,165,ego-car turns right across path at signalized junctions,5,101,ambas clases
train,6/080,2,1,1,154,ego-car turns left across path at non-signalized junctions,10,90,ambas clases
train,6/082,4,2,2,193,ego-car  turns right across path at non-signalized junctions,1,129,ambas clases
train,6/083,3,1,2,198,ego-car changes lanes,6,134,ambas clases
train,6/084,2,1,1,123,lead motorcycle stops,11,59,ambas clases
train,6/085,2,1,1,133,ego-car turns left across path at non-signalized junctions,5,69,ambas clases
train,6/086,3,2,1,97,ego-car turns left across path at signalized junctions,1,33,ambas clases
train,6/087,4,2,2,210,ego-car turns left across path at non-signalized junctions,2,146,ambas clases
train,6/089,2,1,1,118,a motorbike turns left across path at non-signalized junctions,6,54,ambas clases
train,6/091,4,2,2,193,lead motorcycle stops,1,129,ambas clases
train,6/092,4,2,2,338,ego-car turns left across path at non-signalized junctions,2,162,ambas clases
train,6/094,2,1,1,173,a motorbike is out of control,13,109,ambas clases
train,6/095,3,2,1,100,a motorbike turns left across path at non-signalized junctions,4,36,ambas clases
train,6/098,2,1,1,105,a motorbike is out of control,9,41,ambas clases
train,6/101,3,1,2,224,a motorbike is out of control,16,160,ambas clases
train,6/102,3,2,1,114,a motorbike is out of control,2,50,ambas clases
train,6/103,3,1,2,248,ego-car  turns right across path at non-signalized junctions,8,136,ambas clases
train,6/104,3,2,1,180,lead vehicle decelerates,4,116,ambas clases
train,6/105,2,1,1,142,ego-car turns left across path at non-signalized junctions,14,78,ambas clases
train,6/106,3,1,2,206,a motorbike is out of control,14,126,ambas clases
train,6/107,2,1,1,170,ego-car  turns right across path at non-signalized junctions,10,106,ambas clases
train,6/108,3,1,2,236,ego-car  turns right across path at non-signalized junctions,12,156,ambas clases
train,6/109,2,1,1,159,a motorbike is out of control,15,95,ambas clases
train,6/110,3,1,2,200,a motorbike is out of control,8,136,ambas clases
train,6/111,3,1,2,375,a motorbike is out of control,7,135,ambas clases
train,6/112,3,1,2,345,a motorbike is out of control,9,169,ambas clases
train,6/113,2,1,1,95,a motorbike turns left across path at non-signalized junctions,15,31,ambas clases
train,6/114,3,1,2,285,a motorbike is out of control,13,173,ambas clases
train,6/115,3,1,2,303,a motorbike is out of control,15,175,ambas clases
train,6/116,1,1,0,92,a motorbike is out of control,12,12,solo positivos
train,6/118,3,1,2,205,a motorbike is out of control,13,125,ambas clases
train,6/119,2,1,1,118,a motorbike is out of control,6,54,ambas clases
train,60/003,3,1,2,378,a cyclist changes lines into motorway,10,154,ambas clases
train,61/001,2,1,1,150,ego-car is out of control,6,86,ambas clases
train,61/002,3,1,2,270,ego-car is out of control,14,174,ambas clases
train,61/003,3,1,2,288,ego-car is out of control,16,160,ambas clases
train,61/004,4,2,2,211,ego-car is out of control,3,147,ambas clases
train,61/006,3,1,2,250,ego-car is out of control,10,138,ambas clases
train,61/007,3,1,2,222,ego-car is out of control,14,126,ambas clases
train,61/008,4,2,2,338,ego-car is out of control,2,178,ambas clases
train,61/009,2,1,1,111,ego-car is out of control,15,47,ambas clases
train,61/010,3,1,2,197,ego-car is out of control,5,117,ambas clases
train,61/011,1,1,0,93,ego-car is out of control,13,13,solo positivos
train,61/017,2,1,1,138,ego-car is out of control,10,74,ambas clases
train,61/018,2,1,1,123,ego-car is out of control,11,59,ambas clases
train,7/001,4,2,2,340,ego-car goes straight crossing paths at non-signalized junctions,4,164,ambas clases
train,7/004,3,1,2,230,a vehicle turns right across path at non-signalized junctions,6,134,ambas clases
train,7/005,3,1,2,185,a vehicle crosses the road,9,121,ambas clases
train,7/006,3,1,2,430,a vehicle crosses the road,14,158,ambas clases
train,7/007,4,2,2,226,a vehicle crosses the road,2,162,ambas clases
train,7/008,3,1,2,198,a vehicle goes straight crossing paths at non-signalized junctions,6,118,ambas clases
train,7/010,3,2,1,132,a vehicle goes straight crossing paths at non-signalized junctions,4,68,ambas clases
train,7/012,3,2,1,99,a vehicle crosses the road,3,35,ambas clases
train,8/001,3,2,1,162,ego-car  turns right across path at non-signalized junctions,2,98,ambas clases
train,8/002,2,1,1,106,a vehicle is out of control,10,42,ambas clases
train,8/003,3,1,2,394,ego-car drives away from the road edge,10,170,ambas clases
train,8/004,3,1,2,186,vehicles  meet on the road,10,122,ambas clases
train,8/005,4,2,2,228,ego-car goes straight crossing paths at non-signalized junctions,4,164,ambas clases
train,8/006,2,1,1,156,a vehicle backes up into another vehicle,12,92,ambas clases
train,8/007,3,1,2,220,lead vehicle stops,12,156,ambas clases
train,8/009,4,2,2,258,a vehicle backes up into another vehicle,2,178,ambas clases
train,8/011,2,1,1,110,a vehicle is out of control,14,46,ambas clases
train,8/013,3,1,2,214,lead vehicle stops,6,150,ambas clases
train,8/014,3,1,2,440,ego-car drives slowly on congested road,8,152,ambas clases
train,8/015,2,1,1,118,a vehicle is out of control,6,54,ambas clases
train,8/016,2,1,1,96,ego-car turns left across path at non-signalized junctions,16,32,ambas clases
train,8/017,2,1,1,153,a vehicle changes lanes with the same direction to ego-car/another vehicle,9,89,ambas clases
train,8/018,2,1,1,120,a vehicle turns left across path at non-signalized junctions,8,56,ambas clases
train,8/019,3,2,1,148,lead vehicle stops,4,84,ambas clases
train,8/020,3,1,2,207,a vehicle backes up into another vehicle,15,143,ambas clases
train,8/021,2,1,1,110,ego-car turns left across path at non-signalized junctions,14,46,ambas clases
train,8/023,3,2,1,179,ego-car turns left across path at signalized junctions,3,115,ambas clases
train,8/024,3,1,2,182,a vehicle changes lanes with the same direction to ego-car/another vehicle,6,118,ambas clases
train,8/025,2,1,1,158,lead vehicle decelerates,14,94,ambas clases
train,8/028,2,0,2,0,lead vehicle stops,-384,-320,solo negativos
train,8/029,3,1,2,202,lead vehicle stops,10,138,ambas clases
train,8/030,4,2,2,674,a vehicle changes lanes with the same direction to ego-car/another vehicle,2,130,ambas clases
train,8/031,3,1,2,205,a vehicle turns right across path at non-signalized junctions,13,141,ambas clases
train,8/032,3,1,2,285,a vehicle changes lanes with the same direction to ego-car/another vehicle,13,173,ambas clases
train,8/036,2,1,1,122,a vehicle turns left across path at signalized junctions,10,58,ambas clases
train,8/037,3,1,2,345,a vehicle is out of control,9,137,ambas clases
train,8/038,3,1,2,582,a vehicle backes up into another vehicle,6,134,ambas clases
train,8/040,2,0,2,0,a vehicle changes lanes with the same direction to ego-car/another vehicle,-256,-64,solo negativos
train,8/041,3,2,1,163,a vehicle overtakes,3,99,ambas clases
train,8/042,3,2,1,148,a following vehicle makes a maneuver,4,84,ambas clases
train,8/044,2,1,1,166,ego-car turns left across path at non-signalized junctions,6,102,ambas clases
train,8/045,3,1,2,262,lead vehicle stops,6,150,ambas clases
train,8/046,2,1,1,176,a vehicle overtakes,16,112,ambas clases
train,8/048,3,2,1,147,a vehicle is out of control,3,83,ambas clases
train,8/052,2,1,1,140,a following vehicle makes a maneuver,12,76,ambas clases
train,8/053,3,1,2,222,a vehicle changes lanes with the same direction to ego-car/another vehicle,14,158,ambas clases
train,8/054,3,2,1,178,a vehicle overtakes,2,114,ambas clases
